"state","county_fips","week","mask_user_pct","mask_mandate","gop_vote_share_2016","deaths_per_10k","COVID_news","retail_visit_per_hundred","COVID_news_cable","urban_population_percentage","image_users","mask_users","population_density","week_counter","week_counter_log","population"
"Connecticut","09001","2020-05-10 to 2020-05-16",0.08,"yes",0.39,0.05,0.6,25.8,0.6,88.7,661,1384,289.3,3,0.477,18090
"Delaware","10001","2020-04-12 to 2020-04-18",0.04,"yes",0.35,0.03,0.5,24.9,0.7,77.4,236,501,469.3,2,0.302,9304
"Florida","12081","2020-04-19 to 2020-04-25",0.03,"no",0.46,0.04,0.7,29.2,0.5,89.3,3559,7746,131.5,2,0.302,38888
"Georgia","13077","2020-03-29 to 2020-04-04",0.05,"yes",0.50,0.02,0.4,26.7,0.6,74.6,1218,2678,189.8,1,0,34116
"Hawaii","15009","2020-05-03 to 2020-05-09",0.10,"yes",0.30,0.01,0.8,17.5,0.4,93.4,442,885,221.1,3,0.477,13232
"Idaho","16049","2020-04-05 to 2020-04-11",0.08,"no",0.59,0.02,0.3,22.4,0.5,50.7,356,725,22.4,2,0.302,13455
"Illinois","17031","2020-04-12 to 2020-04-18",0.04,"yes",0.38,0.04,0.7,28.7,0.6,88.3,3053,6573,227.6,2,0.302,51669
"Indiana","18083","2020-03-29 to 2020-04-04",0.05,"no",0.56,0.03,0.4,24.3,0.6,71.8,1085,2339,183.8,1,0,30865
"Iowa","19095","2020-04-19 to 2020-04-25",0.07,"yes",0.51,0.02,0.3,23.6,0.5,59.5,567,1195,57.5,2,0.302,16628
"Kansas","20091","2020-04-26 to 2020-05-02",0.06,"no",0.56,0.03,0.5,26.2,0.6,66.4,509,1103,36.2,2,0.302,12358
"Kentucky","21145","2020-04-12 to 2020-04-18",0.05,"yes",0.63,0.02,0.4,24.5,0.6,48.3,454,960,110.6,2,0.302,14185
"Louisiana","22047","2020-05-03 to 2020-05-09",0.04,"no",0.58,0.04,0.7,26.1,0.5,73.1,692,1466,105.6,3,0.477,19624
"Maine","23123","2020-04-19 to 2020-04-25",0.10,"yes",0.35,0.03,0.5,20.8,0.5,41.5,234,509,43.6,2,0.302,12768
"Maryland","24027","2020-03-22 to 2020-03-28",0.03,"yes",0.34,0.04,0.6,28.3,0.6,87.3,1219,2663,623.4,1,0,50457
"Massachusetts","25007","2020-04-05 to 2020-04-11",0.04,"yes",0.32,0.06,0.7,25.6,0.7,87.8,1312,2823,874.4,2,0.302,45462
"Michigan","26095","2020-04-12 to 2020-04-18",0.06,"no",0.47,0.03,0.5,25.7,0.6,74.2,1041,2198,174.8,2,0.302,33938
"Minnesota","27037","2020-03-29 to 2020-04-04",0.08,"yes",0.44,0.01,0.5,25.8,0.5,73.1,852,1746,65.8,1,0,25724
"Mississippi","28061","2020-04-19 to 2020-04-25",0.05,"no",0.57,0.02,0.4,23.2,0.7,49.3,329,687,62.6,2,0.302,11871
"Missouri","29095","2020-04-05 to 2020-04-11",0.06,"yes",0.56,0.02,0.5,26.6,0.6,70.8,829,1737,87.4,2,0.302,20186
