"response_id","start_date","state","congress_district","county","age","gender","weight","extra_covid_worn_mask","vote_2020","pid7","date","worn"
"1015843","2021-01-25 19:18:42","Nebraska","NE01",59.3,46,"Female",1.9,"yes","Joe Biden","Strong Democrat","2021-01-25",TRUE
"1273428","2021-02-04 13:52:46","Wisconsin","WI04",96.3,33,"Female",2.4,"yes","Joe Biden","Lean Democrat","2021-02-04",TRUE
"1631624","2021-04-03 15:25:30","Iowa","IA04",85.8,37,"Male",1.8,"yes","Joe Biden","Lean Democrat","2021-04-03",TRUE
"1432826","2021-02-08 13:33:22","Tennessee","TN04",93.3,41,"Male",2.1,"no","Donald Trump","Lean Republican","2021-02-08",FALSE
"1501948","2021-02-05 11:25:52","Mississippi","MS02",98.6,35,"Male",2.3,"yes","Joe Biden","Lean Democrat","2021-02-05",TRUE
"1156254","2021-02-03 12:57:10","Colorado","CO01",76.9,36,"Female",2.2,"yes","Joe Biden","Lean Democrat","2021-02-03",TRUE
"1225256","2021-03-24 14:20:01","South Dakota","SD00",85.4,40,"Male",2.2,"yes","Donald Trump","Strong Republican","2021-03-24",FALSE
"1123928","2021-04-03 10:41:41","Utah","UT04",94.7,47,"Female",2.2,"no","Joe Biden","Lean Democrat","2021-04-03",TRUE
"1382214","2021-03-20 18:45:17","Massachusetts","MA05",112.1,45,"Female",2.2,"yes","Joe Biden","Strong Democrat","2021-03-20",TRUE
"1492493","2021-02-10 14:25:48","Arkansas","AR02",102.6,38,"Male",2.1,"no","Donald Trump","Strong Republican","2021-02-10",FALSE
"1404152","2021-02-15 14:48:11","Iowa","IA01",127.3,30,"Female",2.2,"yes","Joe Biden","Lean Democrat","2021-02-15",TRUE
"1291421","2021-04-06 13:27:52","Kentucky","KY05",73.6,36,"Female",2.3,"yes","Donald Trump","Lean Republican","2021-04-06",FALSE
"1512494","2021-01-14 12:23:18","Oklahoma","OK03",91.7,48,"Male",2.0,"no","Donald Trump","Strong Republican","2021-01-14",FALSE
"1204149","2021-03-17 19:17:46","Oregon","OR04",82.6,44,"Male",2.0,"no","Joe Biden","Lean Democrat","2021-03-17",TRUE
"1412426","2021-03-18 17:16:24","Minnesota","MN04",78.5,40,"Male",1.8,"no","Donald Trump","Lean Republican","2021-03-18",FALSE
"1121863","2021-03-12 12:43:33","Louisiana","LA04",74.6,43,"Female",2.1,"yes","Joe Biden","Lean Democrat","2021-03-12",TRUE
"1203383","2021-03-25 16:05:48","New Jersey","NJ07",96.7,37,"Female",2.2,"no","Joe Biden","Lean Democrat","2021-03-25",TRUE
"1051824","2021-01-08 18:56:09","South Carolina","SC04",67.8,41,"Male",1.9,"yes","Donald Trump","Weak Democrat","2021-01-08",FALSE
"1216247","2021-02-05 15:25:45","Alaska","AK00",56.6,46,"Female",2.1,"no","Joe Biden","Lean Democrat","2021-02-05",TRUE
"1363354","2021-02-07 21:01:16","Ohio","OH07",89.6,34,"Male",2.1,"yes","Donald Trump","Strong Republican","2021-02-07",FALSE
"1018258","2021-02-26 22:38:35","Vermont","VT00",54.8,36,"Female",2.1,"yes","Joe Biden","Strong Democrat","2021-02-26",TRUE
"1605315","2021-02-24 18:29:34","Washington","WA04",63.2,36,"Female",1.8,"no","Donald Trump","Strong Republican","2021-02-24",FALSE
"1286243","2021-04-05 19:15:32","Colorado","CO03",75.4,35,"Male",2.3,"yes","Joe Biden","Lean Democrat","2021-04-05",TRUE
"1221933","2021-03-11 14:41:41","Oklahoma","OK04",56.2,48,"Female",2.2,"yes","Donald Trump","Strong Republican","2021-03-11",FALSE
"1442659","2021-01-05 12:56:05","North Carolina","NC07",85.9,35,"Male",1.8,"yes","Joe Biden","Lean Democrat","2021-01-05",TRUE
